id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop,ano_arquivo,data,hora,ano,mes,dia_semana_nome,gravidade
261110.0,2020-01-06,0.0,01:05:00,RJ,101,322,NITEROI,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO COM OBJETO ESTÁTICO,SEM VÍTIMAS,PLENA NOITE,Decrescente,GAROA/CHUVISCO,SIMPLES,Viaduto,Sim,1,0,0,0,1,0,0,1,-22.878923,-43.110676,SPRF-RJ,DEL02-RJ,UOP01-DEL02-RJ,2020,2020-06-01,1,2020.0,6.0,Segunda,0.0
261809.0,2020-01-09,1.0,23:30:00,RJ,101,"309,4",SAO GONCALO,AGRESSÃO EXTERNA,COLISÃO COM OBJETO ESTÁTICO,COM VÍTIMAS FERIDAS,PLENA NOITE,Crescente,CÉU CLARO,DUPLA,Reta,Sim,3,0,0,1,0,2,1,3,-22.79498873,-43.03446105,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-09-01,23,2020.0,9.0,Terça,1.0
263611.0,2020-01-18,,14:10:00,RJ,493,"0,7",SAO GONCALO,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO TRASEIRA,COM VÍTIMAS FERIDAS,PLENO DIA,Crescente,NUBLADO,SIMPLES,Reta,Sim,3,0,1,1,1,0,2,2,-22.77062,-42.92223,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,14,,,,1.0
266791.0,2020-02-03,0.0,03:30:00,RJ,101,283,ITABORAI,FALTA DE ATENÇÃO À CONDUÇÃO,TOMBAMENTO,SEM VÍTIMAS,PLENA NOITE,Crescente,NUBLADO,DUPLA,Declive,Não,2,0,0,0,1,2,0,3,-22.73591014,-42.80592689,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,2020-03-02,3,2020.0,3.0,Segunda,0.0
268154.0,2020-02-05,5.0,21:40:00,RJ,101,311,SAO GONCALO,FALTA DE ATENÇÃO À CONDUÇÃO,ENGAVETAMENTO,COM VÍTIMAS FERIDAS,PLENA NOITE,Crescente,CHUVA,DUPLA,Reta,Sim,6,0,1,0,4,1,1,6,-22.80062246,-43.05318779,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-05-02,21,2020.0,5.0,Sábado,1.0
270713.0,2020-02-21,,13:40:00,RJ,101,286,ITABORAI,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO TRASEIRA,SEM VÍTIMAS,PLENO DIA,Crescente,NUBLADO,DUPLA,Reta,Não,2,0,0,0,2,0,0,2,-22.75409331,-42.82491696,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,,13,,,,0.0
272989.0,2020-03-03,1.0,07:25:00,RJ,493,"2,9",ITABORAI,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO TRASEIRA,COM VÍTIMAS FATAIS,PLENO DIA,Decrescente,NUBLADO,SIMPLES,Reta,Sim,2,1,0,0,1,0,0,2,-22.75950214,-42.93544822,SPRF-RJ,DEL02-RJ,UOP01-DEL02-RJ,2020,2020-03-03,7,2020.0,3.0,Terça,2.0
273068.0,2020-03-03,1.0,04:00:00,RJ,101,"259,6",RIO BONITO,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO COM OBJETO ESTÁTICO,SEM VÍTIMAS,PLENO DIA,Crescente,CHUVA,SIMPLES,Reta,Sim,2,0,0,0,1,1,0,2,-22.70382012,-42.59637797,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,2020-03-03,4,2020.0,3.0,Terça,0.0
274167.0,2020-03-08,0.0,22:00:00,RJ,101,288,ITABORAI,CONDUTOR DORMINDO,COLISÃO TRASEIRA,COM VÍTIMAS FERIDAS,PLENA NOITE,Decrescente,CÉU CLARO,DUPLA,Reta,Não,3,0,1,1,1,0,2,2,-22.75933747,-42.84321275,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,2020-08-03,22,2020.0,8.0,Segunda,1.0
274276.0,2020-03-09,3.0,11:20:00,RJ,101,295,ITABORAI,FALTA DE ATENÇÃO À CONDUÇÃO,SAÍDA DE LEITO CARROÇÁVEL,COM VÍTIMAS FERIDAS,PLENO DIA,Decrescente,SOL,DUPLA,Reta,Sim,1,0,1,0,0,0,1,1,-22.76365068,-42.90223623,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,2020-09-03,11,2020.0,9.0,Quinta,1.0
277965.0,2020-04-01,5.0,12:50:00,RJ,493,"7,3",ITABORAI,DESOBEDIÊNCIA ÀS NORMAS DE TRÂNSITO PELO CONDUTOR,COLISÃO FRONTAL,COM VÍTIMAS FATAIS,PLENO DIA,Decrescente,NUBLADO,SIMPLES,Reta,Não,4,1,0,0,2,1,0,3,-22.71953,-42.952152,SPRF-RJ,DEL02-RJ,UOP01-DEL02-RJ,2020,2020-01-04,12,2020.0,1.0,Sábado,2.0
279703.0,2020-04-13,,18:55:00,RJ,101,"305,3",SAO GONCALO,ANIMAIS NA PISTA,ATROPELAMENTO DE ANIMAL,COM VÍTIMAS FERIDAS,PLENA NOITE,Crescente,CÉU CLARO,DUPLA,Reta,Sim,5,0,2,0,3,0,2,4,-22.78702832,-42.99589293,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,18,,,,1.0
280692.0,2020-04-20,,14:00:00,RJ,101,262,RIO BONITO,FALTA DE ATENÇÃO À CONDUÇÃO,TOMBAMENTO,COM VÍTIMAS FERIDAS,PLENO DIA,Decrescente,CÉU CLARO,DUPLA,Curva,Sim,3,0,1,1,0,12,2,13,-22.71367506,-42.62052996,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,,14,,,,1.0
282785.0,2020-05-04,6.0,12:30:00,RJ,101,298,ITABORAI,DEFEITO MECÂNICO NO VEÍCULO,INCÊNDIO,SEM VÍTIMAS,PLENO DIA,Decrescente,CÉU CLARO,DUPLA,Reta,Sim,2,0,0,0,1,1,0,2,-22.7714,-42.92896,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-04-05,12,2020.0,4.0,Domingo,0.0
286666.0,2020-05-27,,16:45:00,RJ,101,"322,4",NITEROI,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO TRASEIRA,SEM VÍTIMAS,PLENO DIA,Decrescente,CÉU CLARO,SIMPLES,Ponte,Sim,3,0,0,0,2,1,0,3,-22.878126,-43.115195,SPRF-RJ,DEL02-RJ,UOP01-DEL02-RJ,2020,,16,,,,0.0
287384.0,2020-05-31,,16:50:00,RJ,101,325,NITEROI,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO LATERAL,COM VÍTIMAS FERIDAS,ANOITECER,Crescente,CÉU CLARO,MÚLTIPLA,Aclive,Sim,2,0,1,0,1,0,1,2,-22.87292569,-43.13625699,SPRF-RJ,DEL02-RJ,UOP01-DEL02-RJ,2020,,16,,,,1.0
287665.0,2020-06-01,0.0,22:00:00,RJ,101,303,SAO GONCALO,DESOBEDIÊNCIA ÀS NORMAS DE TRÂNSITO PELO CONDUTOR,COLISÃO FRONTAL,COM VÍTIMAS FERIDAS,PLENA NOITE,Decrescente,CÉU CLARO,SIMPLES,Aclive;Curva;Retorno Regulamentado,Não,3,0,1,0,2,0,1,2,-22.7828205,-42.9766681,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-01-06,22,2020.0,1.0,Segunda,1.0
288230.0,2020-06-05,2.0,08:00:00,RJ,493,2,ITABORAI,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO LATERAL,COM VÍTIMAS FERIDAS,PLENO DIA,Crescente,NUBLADO,DUPLA,Reta,Não,2,0,1,0,1,0,1,2,-22.75950214,-42.93544822,SPRF-RJ,DEL02-RJ,UOP01-DEL02-RJ,2020,2020-05-06,8,2020.0,5.0,Quarta,1.0
290837.0,2020-06-19,,16:00:00,RJ,101,255,RIO BONITO,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO TRASEIRA,SEM VÍTIMAS,PLENO DIA,Crescente,CÉU CLARO,DUPLA,Reta,Não,2,0,0,0,2,0,0,2,-22.69421578,-42.55904705,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,,16,,,,0.0
291044.0,2020-06-20,,18:30:00,RJ,101,313,SAO GONCALO,NÃO GUARDAR DISTÂNCIA DE SEGURANÇA,COLISÃO TRASEIRA,SEM VÍTIMAS,PLENA NOITE,Decrescente,CÉU CLARO,DUPLA,Reta,Sim,3,0,0,0,2,1,0,3,-22.81049093,-43.06983304,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,18,,,,0.0
291810.0,2020-06-25,,03:30:00,RJ,101,283,ITABORAI,CONDUTOR DORMINDO,TOMBAMENTO,SEM VÍTIMAS,PLENA NOITE,Crescente,CÉU CLARO,DUPLA,Curva;Viaduto,Não,1,0,0,0,1,0,0,1,-22.73591014,-42.80592689,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,,3,,,,0.0
291926.0,2020-06-25,,19:00:00,RJ,101,294,ITABORAI,FALTA DE ATENÇÃO À CONDUÇÃO,CAPOTAMENTO,SEM VÍTIMAS,PLENA NOITE,Crescente,CÉU CLARO,SIMPLES,Reta,Sim,2,0,0,0,2,0,0,2,-22.7584434,-42.89502344,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,19,,,,0.0
293301.0,2020-07-03,5.0,17:20:00,RJ,101,321,NITEROI,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO COM OBJETO ESTÁTICO,COM VÍTIMAS FERIDAS,ANOITECER,Decrescente,NUBLADO,DUPLA,Reta,Não,2,0,1,0,1,0,1,2,-22.8783786,-43.1144091,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-03-07,17,2020.0,3.0,Sábado,1.0
293873.0,2020-07-06,6.0,11:17:00,RJ,101,308,SAO GONCALO,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO TRASEIRA,SEM VÍTIMAS,PLENO DIA,Decrescente,CÉU CLARO,DUPLA,Reta,Sim,2,0,0,0,2,0,0,2,-22.79309326,-43.02479595,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-06-07,11,2020.0,6.0,Domingo,0.0
294719.0,2020-07-11,5.0,04:40:00,RJ,101,272,RIO BONITO,CONDUTOR DORMINDO,TOMBAMENTO,SEM VÍTIMAS,PLENA NOITE,Decrescente,CÉU CLARO,DUPLA,Reta,Não,1,0,0,0,1,0,0,1,-22.72935968,-42.70112512,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,2020-11-07,4,2020.0,11.0,Sábado,0.0
295709.0,2020-07-16,,12:55:00,RJ,101,321,NITEROI,CARGA EXCESSIVA E/OU MAL ACONDICIONADA,DERRAMAMENTO DE CARGA,SEM VÍTIMAS,PLENO DIA,Decrescente,CÉU CLARO,DUPLA,Curva,Sim,3,0,0,0,2,1,0,3,-22.86981096,-43.11046465,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,12,,,,0.0
299745.0,2020-08-06,0.0,08:45:00,RJ,101,293,ITABORAI,FALTA DE ATENÇÃO À CONDUÇÃO,TOMBAMENTO,SEM VÍTIMAS,PLENO DIA,Crescente,CÉU CLARO,SIMPLES,Reta,Sim,1,0,0,0,1,0,0,1,-22.756203,-42.88724,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-06-08,8,2020.0,6.0,Segunda,0.0
300241.0,2020-08-08,5.0,17:40:00,RJ,101,283,ITABORAI,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO COM OBJETO ESTÁTICO,SEM VÍTIMAS,ANOITECER,Crescente,VENTO,DUPLA,Curva,Não,2,0,0,0,1,1,0,2,-22.73591014,-42.80592689,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,2020-08-08,17,2020.0,8.0,Sábado,0.0
300605.0,2020-08-10,3.0,05:50:00,RJ,101,"269,5",RIO BONITO,INGESTÃO DE ÁLCOOL E/OU SUBSTÂNCIAS PSICOATIVAS PELO PEDESTRE,ATROPELAMENTO DE PEDESTRE,COM VÍTIMAS FATAIS,AMANHECER,Crescente,CÉU CLARO,DUPLA,Reta,Sim,2,1,0,0,1,0,0,2,-22.71495082,-42.67804708,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,2020-10-08,5,2020.0,10.0,Quinta,2.0
300736.0,2020-08-10,3.0,20:20:00,RJ,101,284,ITABORAI,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO TRASEIRA,COM VÍTIMAS FERIDAS,PLENA NOITE,Decrescente,CÉU CLARO,DUPLA,Reta,Sim,2,0,1,0,1,0,1,2,-22.74431564,-42.80870139,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,2020-10-08,20,2020.0,10.0,Quinta,1.0
302174.0,2020-08-18,,05:30:00,RJ,101,301,SAO GONCALO,FALTA DE ATENÇÃO À CONDUÇÃO,ATROPELAMENTO DE PEDESTRE,COM VÍTIMAS FATAIS,AMANHECER,Crescente,CÉU CLARO,DUPLA,Reta,Não,2,1,0,0,0,1,0,2,-22.77857497,-42.95745101,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,5,,,,2.0
305264.0,2020-09-02,6.0,11:10:00,RJ,101,299,SAO GONCALO,DEFEITO MECÂNICO NO VEÍCULO,COLISÃO TRASEIRA,COM VÍTIMAS FERIDAS,PLENO DIA,Crescente,CÉU CLARO,MÚLTIPLA,Reta,Sim,3,0,1,0,2,0,1,3,-22.77432673,-42.93823207,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-02-09,11,2020.0,2.0,Domingo,1.0
305790.0,2020-09-05,5.0,04:00:00,RJ,101,321,NITEROI,DEFEITO MECÂNICO NO VEÍCULO,COLISÃO COM OBJETO ESTÁTICO,SEM VÍTIMAS,AMANHECER,Crescente,CÉU CLARO,MÚLTIPLA,Curva,Sim,2,0,0,0,1,1,0,2,-22.86981096,-43.11046465,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-05-09,4,2020.0,5.0,Sábado,0.0
306149.0,2020-09-06,1.0,08:01:00,RJ,101,314,SAO GONCALO,DESOBEDIÊNCIA ÀS NORMAS DE TRÂNSITO PELO CONDUTOR,COLISÃO LATERAL,COM VÍTIMAS FERIDAS,PLENO DIA,Decrescente,SOL,DUPLA,Reta,Sim,4,0,2,0,1,2,2,4,-22.81648739,-43.07728467,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-06-09,8,2020.0,6.0,Terça,1.0
306299.0,2020-09-06,1.0,18:20:00,RJ,493,"0,3",ITABORAI,ULTRAPASSAGEM INDEVIDA,COLISÃO TRANSVERSAL,COM VÍTIMAS FERIDAS,PLENA NOITE,Crescente,CÉU CLARO,SIMPLES,Reta,Sim,5,0,1,1,2,1,2,4,-22.76765412,-42.92245746,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-06-09,18,2020.0,6.0,Terça,1.0
308610.0,2020-09-18,,07:30:00,RJ,101,325,NITEROI,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO TRANSVERSAL,COM VÍTIMAS FERIDAS,PLENO DIA,Decrescente,CÉU CLARO,MÚLTIPLA,Reta,Não,2,0,1,0,1,0,1,2,-22.87292569,-43.13625699,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,7,,,,1.0
311432.0,2020-10-01,4.0,11:40:00,RJ,101,"324,8",NITEROI,NÃO GUARDAR DISTÂNCIA DE SEGURANÇA,COLISÃO LATERAL,COM VÍTIMAS FERIDAS,PLENO DIA,Decrescente,CÉU CLARO,DUPLA,Reta,Sim,3,0,2,0,1,0,2,2,-22.87381074,-43.12640997,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-01-10,11,2020.0,1.0,Sexta,1.0
312296.0,2020-10-05,6.0,05:40:00,RJ,101,309,SAO GONCALO,NÃO GUARDAR DISTÂNCIA DE SEGURANÇA,COLISÃO TRASEIRA,COM VÍTIMAS FERIDAS,PLENO DIA,Decrescente,CÉU CLARO,DUPLA,Reta,Sim,2,0,1,0,1,0,1,2,-22.79498873,-43.03446105,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-05-10,5,2020.0,5.0,Domingo,1.0
313041.0,2020-10-09,3.0,00:30:00,RJ,101,"293,5",ITABORAI,AVARIAS E/OU DESGASTE EXCESSIVO NO PNEU,TOMBAMENTO,SEM VÍTIMAS,PLENA NOITE,Crescente,CHUVA,DUPLA,Curva,Sim,2,0,0,0,1,1,0,2,-22.756203,-42.88724,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-09-10,0,2020.0,9.0,Quinta,0.0
315883.0,2020-10-20,,07:20:00,RJ,101,258,RIO BONITO,AVARIAS E/OU DESGASTE EXCESSIVO NO PNEU,TOMBAMENTO,COM VÍTIMAS FERIDAS,PLENO DIA,Decrescente,NUBLADO,DUPLA,Curva,Não,2,0,1,0,1,0,1,1,-22.7015937,-42.58693809,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,,7,,,,1.0
317186.0,2020-10-26,,06:40:00,RJ,101,309,SAO GONCALO,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO TRASEIRA,COM VÍTIMAS FERIDAS,PLENO DIA,Crescente,GAROA/CHUVISCO,MÚLTIPLA,Reta,Sim,2,0,1,0,1,0,1,2,-22.79498873,-43.03446105,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,6,,,,1.0
317385.0,2020-10-07,4.0,15:55:00,RJ,101,327,NITEROI,NÃO GUARDAR DISTÂNCIA DE SEGURANÇA,COLISÃO TRASEIRA,COM VÍTIMAS FERIDAS,PLENO DIA,Decrescente,NUBLADO,DUPLA,Reta,Não,3,0,0,1,1,1,1,3,-22.87117393,-43.15595099,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-07-10,15,2020.0,7.0,Sexta,1.0
320325.0,2020-11-09,4.0,21:50:00,RJ,101,287,ITABORAI,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO TRASEIRA,COM VÍTIMAS FATAIS,PLENA NOITE,Decrescente,NUBLADO,DUPLA,Reta,Sim,2,1,0,0,1,0,0,2,-22.75517486,-42.83462502,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,2020-09-11,21,2020.0,9.0,Sexta,2.0
320861.0,2020-11-12,4.0,16:35:00,RJ,101,323,NITEROI,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO LATERAL,COM VÍTIMAS FERIDAS,PLENO DIA,Decrescente,NUBLADO,DUPLA,Reta,Não,2,0,0,1,1,0,1,2,-22.87684786,-43.11728689,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-12-11,16,2020.0,12.0,Sexta,1.0
321747.0,2020-11-16,,04:00:00,RJ,101,255,RIO BONITO,ANIMAIS NA PISTA,ATROPELAMENTO DE ANIMAL,COM VÍTIMAS FERIDAS,AMANHECER,Decrescente,IGNORADO,DUPLA,Reta,Não,3,0,1,0,2,0,1,2,-22.69421578,-42.55904705,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,,4,,,,1.0
321863.0,2020-11-16,,15:50:00,RJ,101,323,NITEROI,DEFEITO MECÂNICO NO VEÍCULO,COLISÃO TRASEIRA,COM VÍTIMAS FERIDAS,PLENO DIA,Decrescente,CHUVA,MÚLTIPLA,Reta,Não,6,0,3,0,3,0,3,6,-22.87684786,-43.11728689,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,15,,,,1.0
322227.0,2020-11-18,,13:40:00,RJ,101,321,NITEROI,DESOBEDIÊNCIA ÀS NORMAS DE TRÂNSITO PELO CONDUTOR,COLISÃO TRASEIRA,COM VÍTIMAS FATAIS,PLENO DIA,Decrescente,CÉU CLARO,MÚLTIPLA,Curva,Sim,4,1,0,0,2,1,0,4,-22.86981096,-43.11046465,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,13,,,,2.0
322793.0,2020-11-21,,07:10:00,RJ,101,"296,5",ITABORAI,NÃO GUARDAR DISTÂNCIA DE SEGURANÇA,COLISÃO TRASEIRA,COM VÍTIMAS FERIDAS,PLENO DIA,Crescente,SOL,MÚLTIPLA,Reta,Não,4,0,2,0,2,0,2,2,-22.7670498,-42.91019601,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,7,,,,1.0
323248.0,2020-11-23,,05:15:00,RJ,101,303,ITABORAI,FALTA DE ATENÇÃO À CONDUÇÃO,TOMBAMENTO,SEM VÍTIMAS,AMANHECER,Crescente,NUBLADO,DUPLA,Reta,Sim,1,0,0,0,1,0,0,1,-22.7828205,-42.9766681,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,5,,,,0.0
323851.0,2020-11-26,,07:30:00,RJ,101,303,SAO GONCALO,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO TRASEIRA,COM VÍTIMAS FERIDAS,PLENO DIA,Crescente,CÉU CLARO,DUPLA,Reta,Sim,2,0,1,0,1,0,1,2,-22.7828205,-42.9766681,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,7,,,,1.0
324355.0,2020-11-28,,15:20:00,RJ,101,"312,5",SAO GONCALO,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO TRASEIRA,COM VÍTIMAS FATAIS,PLENO DIA,Crescente,CÉU CLARO,DUPLA,Reta,Sim,3,1,0,0,2,0,0,3,-22.80546555,-43.06156967,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,15,,,,2.0
325075.0,2020-12-01,6.0,21:10:00,RJ,101,278,ITABORAI,ANIMAIS NA PISTA,ATROPELAMENTO DE ANIMAL,COM VÍTIMAS FERIDAS,PLENA NOITE,Decrescente,CHUVA,DUPLA,Reta,Não,2,0,1,0,1,0,1,2,-22.74024136,-42.75799897,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,2020-01-12,21,2020.0,1.0,Domingo,1.0
325975.0,2020-12-06,4.0,04:45:00,RJ,101,323,NITEROI,INGESTÃO DE ÁLCOOL,COLISÃO TRASEIRA,COM VÍTIMAS FERIDAS,AMANHECER,Decrescente,GAROA/CHUVISCO,MÚLTIPLA,Reta,Sim,3,0,2,0,1,0,2,2,-22.8768478615,-43.1172868923,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-06-12,4,2020.0,6.0,Sexta,1.0
326498.0,2020-12-08,2.0,11:00:00,RJ,101,290,ITABORAI,NÃO GUARDAR DISTÂNCIA DE SEGURANÇA,COLISÃO TRASEIRA,SEM VÍTIMAS,PLENO DIA,Decrescente,CÉU CLARO,DUPLA,Reta,Não,3,0,0,0,3,0,0,3,-22.76708384,-42.86081305,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,2020-08-12,11,2020.0,8.0,Quarta,0.0
326892.0,2020-12-10,0.0,11:00:00,RJ,101,298,ITABORAI,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO TRASEIRA,COM VÍTIMAS FERIDAS,PLENO DIA,Decrescente,NUBLADO,DUPLA,Aclive,Sim,3,0,0,2,1,0,2,2,-22.7714,-42.92896,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,2020-10-12,11,2020.0,10.0,Segunda,1.0
326904.0,2020-12-10,0.0,12:40:00,RJ,101,263,RIO BONITO,PISTA ESCORREGADIA,COLISÃO TRASEIRA,COM VÍTIMAS FERIDAS,PLENO DIA,Decrescente,CHUVA,DUPLA,Curva,Sim,2,0,1,0,1,0,1,2,-22.71887266,-42.62637498,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,2020-10-12,12,2020.0,10.0,Segunda,1.0
328266.0,2020-12-16,,13:00:00,RJ,101,"252,9",RIO BONITO,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO TRASEIRA,COM VÍTIMAS FERIDAS,PLENO DIA,Decrescente,CÉU CLARO,DUPLA,Reta,Não,3,0,0,2,1,0,2,2,-22.68214756,-42.53377419,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,,13,,,,1.0
328397.0,2020-12-17,,03:30:00,RJ,493,7,ITABORAI,AGRESSÃO EXTERNA,SAÍDA DE LEITO CARROÇÁVEL,COM VÍTIMAS FATAIS,PLENA NOITE,Decrescente,CÉU CLARO,SIMPLES,Reta,Não,1,1,0,0,0,0,0,1,-22.72223999,-42.95160296,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,3,,,,2.0
328663.0,2020-12-18,,12:10:00,RJ,101,"294,5",ITABORAI,DEFEITO MECÂNICO NO VEÍCULO,COLISÃO LATERAL,COM VÍTIMAS FERIDAS,PLENO DIA,Decrescente,CÉU CLARO,DUPLA,Reta,Sim,4,0,1,2,1,0,3,3,-22.7584434,-42.89502344,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,12,,,,1.0
331001.0,2020-12-28,,07:30:00,RJ,101,288,ITABORAI,FALTA DE ATENÇÃO À CONDUÇÃO,TOMBAMENTO,COM VÍTIMAS FERIDAS,PLENO DIA,Crescente,CÉU CLARO,DUPLA,Reta,Sim,4,0,1,0,1,2,1,4,-22.75933747,-42.84321275,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,,7,,,,1.0
415095.0,2020-09-23,,00:46:00,RJ,101,318,SAO GONCALO,CONDUTOR DORMINDO,SAÍDA DE LEITO CARROÇÁVEL,SEM VÍTIMAS,PLENO DIA,Crescente,NUBLADO,DUPLA,Curva,Não,1,0,0,0,1,0,0,1,-22.84817804,-43.09988022,SPRF-RJ,DEL02-RJ,UOP02-DEL02-RJ,2020,,0,,,,0.0
303770.0,2020-08-26,,16:40:00,RJ,101,265,RIO BONITO,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO LATERAL,COM VÍTIMAS FERIDAS,PLENO DIA,Crescente,CÉU CLARO,DUPLA,Reta,Sim,2,0,1,0,1,0,1,2,-22.71359987,-42.64391188,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,,16,,,,1.0
270471.0,2020-02-20,,13:35:00,RJ,101,301,SAO GONCALO,FALTA DE ATENÇÃO À CONDUÇÃO,ENGAVETAMENTO,COM VÍTIMAS FERIDAS,PLENO DIA,Decrescente,SOL,DUPLA,Reta,Sim,6,0,3,0,2,1,3,4,-22.77857497,-42.95745101,SPRF-RJ,DEL02-RJ,UOP01-DEL02-RJ,2020,,13,,,,1.0
310834.0,2020-09-28,,08:10:00,RJ,101,271,RIO BONITO,PISTA ESCORREGADIA,SAÍDA DE LEITO CARROÇÁVEL,COM VÍTIMAS FERIDAS,PLENO DIA,Crescente,CÉU CLARO,DUPLA,Reta,Sim,4,0,1,0,2,1,1,4,-22.72443147,-42.69368143,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,,8,,,,1.0
260092.0,2020-01-01,2.0,06:25:00,RJ,101,291,ITABORAI,FALTA DE ATENÇÃO À CONDUÇÃO,COLISÃO TRASEIRA,COM VÍTIMAS FERIDAS,AMANHECER,Crescente,SOL,DUPLA,Reta,Não,2,0,1,0,1,0,1,2,-22.76457445,-42.86989322,SPRF-RJ,DEL02-RJ,UOP03-DEL02-RJ,2020,2020-01-01,6,2020.0,1.0,Quarta,1.0
